名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
小爱科技,重庆小爱科技有限公司,小爱科技是一家医疗穿戴式设备研发商，专注互联网医疗，提供人体健康服务的网络应用和可穿戴设备。深度整合了云技术，包括对人体健康的数据存储、分析、处理，展现以及为用户定制所需的健康云服务。力求成为用户一对一的健康生活专家，开启超智能健康生活。,重庆小爱科技有限公司,重庆市渝北区黄山大道中段53号附2号麒麟C11-6号,500106000418859,2014-01-20,龙汝倩,376.3078万元人民币,91500106089147382W,www.360askdoctor.com
世纪和有,北京世纪和有科技有限公司,北京世纪和有科技有限公司成立于1999年9月，专注于科博场馆一体化服务，多年来一直专注并引领多媒体互动技术的研发及应用，公司致力于为客户提供以多媒体互动技术为核心的新型展览展示、数字娱乐体验等总体规划和实施解决方案。,北京世纪和有科技有限公司,北京市海淀区中关村南大街17号韦伯时代中心C座1811室,110108009297789,2006-01-26,付大志,1000万元人民币,91110108784807602F,www.foryoutech.com
南泥湾,武汉南博网络科技有限公司,南泥湾是一个“互联网+农业”大型农林牧果蔬土特产品交易与技术服务平台，平台与各省、市农科院和农业研究院建立合作伙伴关系，涵盖了粮棉油果蔬、农副土特产品、园林花卉、农机农具、大型生资、种子种苗、农药肥料、家禽家畜养殖、动物饲料、兽药的交易及相关行业权威专家的咨询与服务等板块。,武汉南博网络科技有限公司,武汉东湖新技术开发区华师园北路18号6栋9层-1,420100000512133,2017-06-01,李金舫,1000万元人民币,91420100333576622F,www.nanniwan.com
曰个车,杭州知时信息科技有限公司,“指是金融”是专注于汽车融资租赁整体化解决方案的平台，利用科技金融的手段来提高金融产品的服务能力，平台已经完成从资产获取，贷前风控，贷中业务审批，风险持续检测，贷后管理及风险处置等全业务过程金融服务，目的为通过建立强有力的风险识别，风险控制及风险处置体系，获取更优质的，可控的资产来降低资金成本进而让资产用户享用到更平等的金融服务。,杭州知时信息科技有限公司,浙江省杭州市下城区朝晖九小区71幢413室,330103000291782,2016-04-01,李少波,2000万元人民币,91330103MA27X8PC62,www.moneytocar.com
Dolphin科技,南通丽日生物科技有限公司,Dolphin是一家救生穿戴设备研发、生产商。Dolphin救生手环内置二氧化碳压气罐，拨开阀门瞬间释放的二氧化碳就能填满气囊，气囊颜色为国际救援的标志性颜色橙色。浮出水面后可用Dolphin配备口哨呼唤求生，只要争取到时间获救率达到90%。,南通丽日生物科技有限公司,南通市开发区苏通科技产业园江成路1088号江成研发园内3号楼2355室,320691000095760,2015-01-15,赵晓东,50万元人民币,91320691323645911B,www.dolphins.xin
创客大师兄,前海大师兄科技（深圳）有限公司,前海大师兄科技（深圳）有限公司，专注对小企业提供中、高端财务支持服务，主要内容包括公司注册、会计顾问、代理记账、财务报税、纳税筹划、商标及知识产权代理等，成为集财务、商务于一体的多元化企业智囊团。创业路上的同行者，师兄深谙客户需求，想客户所想，急客户所急，以合作双赢为己任，打造值得全心信赖、足可托付的财务代理顾问定位，致力为广大亟需发展的中小企业及创业者提供出色服务。公司团队中包括了一批优秀人才，团队的核心成员均精通各类企业帐务处理，其中不乏经验丰富的行业专家，在规范运作流程的同时，不断创新，建立了灵活、便,前海大师兄科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301114876480,2016-01-12,刘燕军,500万元人民币,91440300359872008L,www.ckdsx.cn
吉通轮胎,北京吉通轮胎翻修利用有限公司,北京吉通轮胎翻修利用有限公司成立于1994年02月21日，主要经营范围为高级轮胎翻修、生产胶粉和相关橡胶产品及附属产品等。,北京吉通轮胎翻修利用有限公司,北京市海淀区北安河路38号,110000410143992,1994-02-21,矫恒绘,608 万元 美元,91110108600019514X
中盛溯源,安徽中盛溯源生物科技有限公司,安徽中盛溯源生物科技有限公司由全球著名科学家、人类诱导多功能干细胞（iPSC）发明者之一俞君英博士领衔创建。公司聚集了全球顶尖的细胞工业领域专业人才，专注于生命科学领域最尖端技术iPSC的产品研发与转化应用，目前已掌握全球极少数工业化大规模GMP iPSC及人体功能细胞的制备技术；通过建立与中国人群HLA配型的iPSC细胞系与特定疾病的iPSC细胞系，产业化制备各种人体功能细胞，用于新药筛选、药物疗效与安全性评估、细胞医疗、癌症治疗及其他再生医学领域。,安徽中盛溯源生物科技有限公司,合肥市高新区创新大道2800号创新产业园二期H3栋,340191000070858,2016-01-18,俞君英,1428.571万元人民币,91340100MA2MT1W48F,www.nuwacell.com
威高,上海捷涌科技有限公司,上海捷涌科技有限公司是数码清洁附件品牌VSGO威高的品牌运营商和生产商，开发和实现了数码清洁无尘生产工艺。VSGO是相机清洁行业的领先品牌，业务涉及电子商务、商超渠道、自营体验店、合作服务店、公司业务等多个业务模块。,上海捷涌科技有限公司,嘉定区南翔镇惠平路77号1幢1楼东,310114000966410,2004-05-20,石振兴,120万元人民币,9131011476264710X3,www.51vsgo.com
乐远互动,成都乐远互动科技有限公司,好职位就在这里，你不来……我就去找你！,成都乐远互动科技有限公司,成都高新区世纪城路1129号7栋1单元7层7号,510109000456755,2014-06-18,孙锋,1000万元人民币,915101003974330811,www.chufengnet.com
溯源链,深圳中检网络传媒有限公司,深圳中检网络传媒有限公司成立于2013年，是一家专注于企业应用，互联网和移动互联网解决方案和开发服务的高科技公司。公司具备集战略规划、商业模式设计、业务流程设计、 解决方案咨询、平台设计、技术研发、测试优化、系统运维等一体化成熟业务体系。提供技术开发、策略咨询、数据整合等综合服务，帮助企业和政府等客户完成互联网+的时代转型和创新。行业覆盖：高科技、快消品、农业、制造业、金融、电信、政务、媒体等行业。,深圳中检网络传媒有限公司,深圳市福田区金田路4018号安联大厦九楼、十楼,440301108013784,2013-09-25,何成,100万元人民币,91440300079842226N,www.sychain.io
鑫乐医疗,河北鑫乐医疗器械科技股份有限公司,"""公司主要从事临床检验标本采集产品真空采血系统的研发、生产和销售以及国内外医疗器械产品的代理销售.公司的主要产品为真空采血系统。公司产品的主要终端用户为医院、体检中心、血液中心、疾控中心等单位,公司主要通过经销和直销两种方式向国内外终端客户销售。公司于2009年3月通过ISO13485医疗器械质量管理体系认证、同时公司的一次性使用静脉血样采集容器(真空采血管)通过了欧盟CE认证,2014年9月份公司的一次性使用采血针通过了欧盟CE认证。多年来,公司产品的质量一直保持稳定,获得了下游客户的认可和好评.""",河北鑫乐医疗器械科技股份有限公司,新乐市南环路189号,130100000028634,2015-04-01,苗利勇,4960万元人民币,91130100779181932M,www.hbxinle.com
安达精密,广州安达精密工业股份有限公司,广州安达精密工业股份有限公司是一家从事内燃机滑动轴承的研发、生产及销售的高新技术企业，致力于为国内外主机厂及售后市场提供优质的滑动轴承产品和服务，是我国内燃机滑动轴承领域的最大供应商；公司业已构建了从材料研发生产到滑动轴承研发生产的综合性产业链，拥有产品设计、材料生产、机械加工、表面处理、性能检测及销售服务的完整业务体系，技术及工艺方面处于国内领先水平。安达轴瓦为广东省著名商标，连续使用20年，在行业中具有很高的信誉度和知名度，是广州市、白云区重点培养企业。,广州安达精密工业股份有限公司,广州市白云区太和镇(广州市民营科技园内),440101000073214,2003-05-12,刘军,8260万元人民币,91440101749919107D,www.andachina.com
化学工业出版社 溢思工作室,化学工业出版社有限公司,化学工业出版社（以下简称化工社）组建于1953年1月，是新中国出版界历史较为悠久的中央级出版社，出版科技图书、教材、大众图书、电子出版物及科技期刊等五大类。经过近60年的发展，化工社现已成为专业特色突出、品牌优势明显、图书市场占有率较高、有良好知名度和信誉度的中央级综合科技出版社，荣获“全国百佳图书出版单位”称号，国家一级出版社。,化学工业出版社有限公司,北京市东城区青年湖南街13号,100000000043172,2010-12-30,周伟斌,17015.6万元人民币,91110000400001838C,www.cip.com.cn
高深橡胶,西双版纳新高深橡胶股份有限公司,西双版纳新高深橡胶股份有限公司主营业务为天然橡胶的种植、加工与销售。公司的主导产品为标准胶，并根据最新的国际标准橡胶，自主研发GSR5、GSR10、GSR20、GSR9710、GSR9720、GSR10CV、GSR20CV等系列产品。,西双版纳新高深橡胶股份有限公司,云南省西双版纳州景洪工业园区管理委员会2楼206号,532800100017737,2010-11-24,王珍兴,15240万元人民币,91532800566200044K,www.gaoshengroup.com
大德生命礼仪,长沙大德生命礼仪服务有限公司,长沙大德生命礼仪服务有限公司是一家涉足公墓、殡仪、投资、园艺等业务的多元化集团公司。是一家主营殡葬业务的现代化企业，在人文资源、人文纪念、教育基地、雕塑艺术、文化旅游等方面形成独特的优势。致力于打造一个能够满足客户需求的多元化殡仪服务平台，提供极富人文关怀的殡葬礼仪服务，提升生命的意义和价值。,长沙大德生命礼仪服务有限公司,长沙市天心区书院南路447号（湖南革命陵园管理处）。,430103000107280,2012-06-12,刘荣,2400万元人民币,91430103597591834Q
程序员客栈,杭州势然网络科技有限公司,程序员客栈提供优秀的程序员为您解决网站建设制作开发以及手机移动端APP制作开发包括网站web前端视觉页面开发设计，web前端开发、安卓软件开发、网站设计、UI设计、原型设计、网站外包、设计外包、APP外包等等业务都可以在程序员客栈得到完美的解决。,杭州势然网络科技有限公司,浙江省杭州市余杭区仓前街道良睦路1288号6号楼3楼302-2室,330184000383266,2015-07-31,陈柯好,119.2982万元人民币,91330110328231486M,www.proginn.com
i艺术,江苏爱艺术互联网科技股份有限公司,i艺术是一款垂直艺术类平台服务软件。主要服务5岁以上的艺术爱好者和艺术从业者。针对目标人群对艺术学习和社会化考级艺术的需求，利用专业化的交流软件，打通院校、艺术机构、学生、老师的几方通道。实现院校查询，一键报名，作品热评，视频分享，赛事组织以及未来的电子商务等功能，隶属于江苏爱艺术互联网科技股份有限公司。,江苏爱艺术互联网科技股份有限公司,南京市建邺区奥体大街69号新城科技大厦01栋405室,320100000943104,2016-04-07,徐佳,1300万元人民币,91320100MA1MHLLTXY,www.aiyishu.com
中科龙源,江苏中科龙源网络科技有限公司,中科龙源是一家电子商务解决方案提供商，依托“中科物联网”B2B电子商务服务平台，为用户提供国内外物联网企业信息、产品信息、解决方案和中介服务信息，同时还提供IT项目管理等配套服务。,江苏中科龙源网络科技有限公司,无锡新区菱湖大道200号中国传感网国际创新园A幢,320213000183529,2012-12-14,黄晓刚,1000万元人民币,91320214058683131E,www.loongsource.com
夏宫实业,重庆夏宫实业有限公司,夏宫实业是一家从事房地产开发与经营的公司，致力于从事房地产开发、商品房销售、旅游开发、园林绿化、还林还草、物业管理等，致力于为更多客户提供居住服务和物业管理服务。,重庆夏宫实业有限公司,重庆市武隆县仙女山镇仙女路62号,500232000001346,2008-04-03,李习中,5300万元人民币,9150023267336495X5,www.cqxiagong.cn
二当家,成都二当家科技有限公司,会来APP是一款为会计打造的线上工作软件，通过公开的信息对接，搭建一个线上会记服务，从选择会计服务人员到完成一个会计服务周期，服务流程和服务质量全程监督，来为中小微企业提供企业服务。,成都二当家科技有限公司,成都高新区世纪城南路599号天府软件园D区6栋505号,510109000576297,2015-05-06,王锋,50万元人民币,915101003320663213,www.cdidj.com
正泽汽车,重庆正泽汽车零部件有限公司,正泽汽车是一家汽车注塑饰品制造商，专注于为重庆本地及西南地区客户提供具有高性价比的汽车内外饰产品及服务。目前已合作的厂商包括长安福特、VOLVO、长安、长安铃木等汽车品牌。,重庆正泽汽车零部件有限公司,重庆市北部新区云柏路6号,500903000374304,2013-12-12,谢刚,10150万元人民币,915000000863006520
麦极科技,上海麦极信息科技有限公司,麦极科技是一家智能开关插座研发商，目前研发的HK系列智能开关插座主要包括HK1001一控开关、HK1002二控开关、HK1003三控开关、HK40015孔10A插座、HK40023孔16A插座等。主要提供一键开关、安全模式、电量记录、智能语音等功能。,上海麦极信息科技有限公司,上海市闵行区紫星路588号2幢3层319室,310115002966871,2016-02-03,方岗,100万元人民币,91310115MA1H7FC77H,www.maijitec.com
宜贷网,上海易贷网金融信息服务有限公司,易贷微理财是一款针对理财小白用户的自动投资决策工具，通过这个工具用户能便捷灵活的进行资金出借和债权转让变现，实现闲置资金的保值增值。易贷微理财是由获得软银中国注资的上海易贷网金融信息服务有限公司运营。,上海易贷网金融信息服务有限公司,上海市嘉定区银翔路655号B区1068室，上海市嘉定区银翔路819弄1号1006室-1,310114002747855,2014-07-10,李宁,10000万元人民币,91310114398784051M,www.yidai.com
生命之花,深圳前海生命之花网络有限公司,生命之花是一家致力于为每个个体提供全方位、专属化、个性化的身心灵健康成长咨讯服务，促进人类意识灵魂的净化和提升的公司，公司业务版图包括生命智慧课程体系的建立，身心灵健康教育咨询服务运营平台的建设维护，身心灵健康产品的创造、设计、开发和应用，心公益体系的交互运营等全息化生态圈，隶属于深圳前海生命之花网络科技有限公司。,深圳前海生命之花网络有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301113831899,2015-09-07,陈珊,1000万元人民币,91440300350040627K
腾锐爱i宠,深圳市腾锐商贸有限公司,宠物经济爆发前夜，一个有着近十年大型电商项目操盘经验的老兵，在刚刚成功培育完某集团公司宠物项目后，决定来场说干就干的宠物电商创业之旅！,深圳市腾锐商贸有限公司,,440301106629308,2012-10-23,李志波,50万元人民币,9144030005616838XU,www.viptmall800.com
硕恒科技,天津市硕恒科技发展有限公司,"""天津市硕恒科技发展有限公司（TianJin SoHero S&T Co., Ltd.）创立于2011年，是国家高新技术企业，获得了“双软”评估认定。公司专注于汽车后市场管理以及教学产品研究与开发，形成了面向汽车服务企业、汽车专业教学两大系列产品和针对性的解决方案。""",天津市硕恒科技发展有限公司,天津市河北区进步道38号（新：津都大厦A座706-707室）,120105000067451,2011-04-06,孙桂兰,500万元人民币,911201055723129230,www.sohero.com
KC童趣,武汉飞屋商务咨询有限公司,KC童趣是一个内容电商平台，定位为“带孩子去哪儿”的策划师，为中产阶级家庭消费人群提供亲子活动方案。KC童趣现有产品分为八大品类：游乐园，儿童剧，兴趣课，亲子购，亲子酒店，周边游，国内游，海外游。旗下KC童趣app是一款亲子出游服务类应用，提供一站式亲子服务，涵盖购物、住宿、旅游等，还可以第一时间了解最新活动信息，获取更多育儿干货。,武汉飞屋商务咨询有限公司,武昌区三角路村福星惠誉水岸国际3号地块第1幢8层23号房,420106000446556,2015-05-21,蒋蓉,106.2812万元人民币,914201063336142629
爱情网,石家庄烈火网络科技有限公司,烈火网络科技股份有限公司成立于2012年2月28日，由广州烈火科技有限公司作为主发起人，烈火科技主要业务有安卓应用、IOS应用、电子商务、进出口贸易软件等。公司先后获得“国家规划布局内重点软件企业”、“国家火炬计划重点高新技术企业”、“企业信用评价AAA级信用企业”、“中国投资者关系管理最佳沟通奖”等荣誉。,石家庄烈火网络科技有限公司,河北省石家庄市桥西区休门南街47号,130113000081116,2014-12-25,陈永法,100万元人民币,91130113MA07KHJ42A,www.aiqing.com
恒力检测,广州市恒力检测股份有限公司,广州市恒力检测股份有限公司主营业务为电力行业的安全工器具及电力设备检测、环境检测等检测服务，公司主要业务分为电力安全工器具及电力设备检测、环境检测等。公司取得中国合格评定国家认可委员会颁发的实验室认可证书(CNAS)、广东省质量技术监督局颁发的计量认证证书(CMA)。,广州市恒力检测股份有限公司,广州市萝岗区新庄二路34号205室,440108000028268,2006-01-18,吴光辉,3811.8644万元人民币,9144011678378818XE,www.henlee.cn
蓝天气动,江阴市蓝天气动工具有限公司,江阴市蓝天气动工具有限公司，是一家专业从事生产气动工具的企业，现拥有大小型数控车床16台、后道精加工设备几十台。江阴市蓝天气动工具有限公司以一流的品质、一流的服务、适应市场的价格，为国内外客户提供优质产品和服务。公司奉行“艰苦创业、团结奋进、爱岗敬业、文明礼貌”的企业精神,江阴市蓝天气动工具有限公司,江阴市临港新城申港申南村余家巷60号,320281000259466,2009-11-20,许鑫烂,50万元人民币,91320281697861803P
锐峰先科,北京锐峰先科技术有限公司,锐峰先科技术有限公司是一家致力于为中国广大客户提供先进的半导体、SMT、LCD等生产设备、测试仪器、易耗品、元器件及完善的售后服务的供应商。公司代理一些全球著名的半导体、SMT、LCD等相关产品：拥有一支优秀且经验丰富的销售和技术服务团队。,北京锐峰先科技术有限公司,北京市海淀区厂西门路2号市政办公楼4层4015室,110108005899769,2003-08-08,鲍明义,200 万元,91110108753330805F,www.befirst-tech.com
飞远配送,飞远配送有限公司,飞远配送主要服务于电视购物、网络购物等B2C企业，提供专业的物流配送服务。,飞远配送有限公司,,330103000053141,2008-12-24,唐倚智,13936.29万元人民币,913301036829186353,www.codok.net
数荷信息,上海数荷信息技术有限公司,数荷信息是一家大数据及IT服务商，致力于为各类金融公司提供数据服务，数据建模，风控管理，反欺诈，反洗钱等专业服务。公司产品覆盖大数据征信认证业务、短信通道业务、IT外包服务等，满足用户对IT应用的各场景的需求，并可为企业提供持续的创新研发服务。 公司与三大运营商、银联子公司以及其他各知名数据公司合作，为客户提供权威、准确、可靠的数据服务。服务客户覆盖证券、保险、金融、电商、互联网等，满足用户对移动互联网生活应用的需求，并可为企业提供持续的创新研发服务。我们以技术为本，在与客户之间以建立长期合作关系的同时着重把握客户的需求，为客户提供全面的IT解决方案。 公司由阿里巴巴、银联等国内知名公司精英组建而成，有多年的技术沉淀以及丰富的从业经验。,上海数荷信息技术有限公司,上海市崇明区城桥镇东河沿68号S幢145室(上海城桥经济开发区),,2018-03-12,仇纪华,1000万元人民币,91310230MA1K0HA746,shuhe360.com
米窝,深圳市米窝科技有限公司,米窝是面向家庭的私密社交APP及家庭沟通新平台，提供照片分享，位置分享等功能。,深圳市米窝科技有限公司,深圳市南山区深南大道10128号南山软件园西塔楼2510,440301106631384,2012-10-23,胡宗宁,50万元人民币,914403000561947728,www.miiiwo.com
联能电子,江苏联能电子技术有限公司,江苏联能电子技术有限公司是振动测试用传感器和动静态测试系统的专业制造厂家，公司生产各类传感器、信号调理器、动静态信号采集与分析系统、模态分析及振动冲击激励与测试仪器等产品，拥有多项发明专利。隶属于江苏联能电子技术有限公司。,江苏联能电子技术有限公司,扬州市物港路42号,321000000051012,2001-09-26,杨杰,3460万元人民币,91321000731746367H,www.china-yec.com
hello约车,潍坊盘古软件科技有限公司,Hello约车采用平台化、多层次、分布式架构设计，能够支撑千万用户的使用，整个平台的功能基于驾校、学员、教练三个角色之间的关系设计，围绕三个角色的场景互联互通，建立连接。是驾考学员通过app约教练练车的平台，连接驾校、教练和学员。,潍坊盘古软件科技有限公司,,370705200087637,2015-01-26,王涛,50万元人民币,91370705328426152Y,www.helloyueche.com
唐久,山西省太原唐久超市有限公司,山西省太原唐久超市有限公司成立于1996年，是山西省最早的连锁企业之一，五次入选“中国连锁百强企业”。1998年将便利业态首次引入山西，创立“唐久便利” 品牌。唐久便利门店的发展丰富了太原市零售业市场。,山西省太原唐久超市有限公司,太原市民营经济园区东峰路北段19号,140100103002006,1996-05-27,杨文斌,1000万元人民币,91140100602066517D,qy.tjcvs.cn
马可波罗旅行,广州市马可波罗网络科技有限公司,马可波罗旅行是一个境外地陪预定平台。马可波罗旅行与境外留学生团体深度合作，整合这部分空闲资源，组合成性价比高的出境游产品。提供境外地陪在线预订（细分为：带车接送机、带车向导以及徒步接关机和向导服务）服务。帮助用户解决出境自由行时普遍会遇到的一些麻烦问题。,广州市马可波罗网络科技有限公司,广州市天河区天源路1202号H栋（部位：18号1073）,440106001356018,2015-10-27,陈苏,100万人民币,91440106MA59AG0J8G,www.mkgo.cn
Registry,上海珺玥网络科技有限公司,"""上海珺玥网络科技有限公司（简称“珺玥网络”）是一家新创立的移动互联网公司，于2015年7月落户金桥开发区。公司首推的APP?“Registry”?：是一个及社交与电商为一体的平台型APP,?意在分享自己的愿望，如：想要的礼物，想要的旅行等各类想要的生活状态。该App平台将力求为客户提供各类信息资源，以实现愿望与资源的对接, 以移动互联网的高科技手段逐步创新人们的送礼方式。""",上海珺玥网络科技有限公司,中国（上海）自由贸易试验区新金桥路27号13号楼2层,310141000177955,2015-07-17,郑烨,50万元人民币,91310115350933003J,www.giftregistration.net
旺信,浙江淘宝网络有限公司,旺信app是淘宝官方出品，面向个人消费者推出的全新阿里旺旺手机版。淘宝交易沟通更顺畅，购物信息接收更方便，还能与好朋友一起分享宝贝。,浙江淘宝网络有限公司,,330108000005346,2003-09-04,张勇,6500万元人民币,913301107517434382,www.kanbox.com
曲辰种业,云南曲辰种业股份有限公司,云南曲辰种业股份有限公司的主营业务是研发、生产、销售专用型玉米种子（包括青贮玉米、高蛋白玉米、高淀粉玉米等），是一家“育繁推一体化”的种业企业。公司主要产品为自主研发的杂交玉米品种，包括青贮玉米品种、高蛋白玉米品种、高淀粉玉米品种等。,云南曲辰种业股份有限公司,云南省曲靖市麒麟区沿江路,530300000003583,1997-12-16,苏小元,3000万元人民币,91530300727313876C,www.quchen.cn
顺鑫昌,深圳市顺鑫昌文化股份有限公司,深圳市顺鑫昌印刷有限公司成立于1997年，坐落于中国经济发展前沿的城市——深圳。经过多年的发展已成为一家集设计、制版、印刷、销售、运输为一体的专业性印刷企业，竭诚为客户提供一站式的全方位服务。公司自创始以来，本着“用心服务，直到永远”的企业使命，真诚地为广大客户服务，并始终如一的坚持提供商标、不干胶，高级多层贴纸、防伪标、可变数据处理、说明书，彩盒等多种特种印刷和解决方案。,深圳市顺鑫昌文化股份有限公司,深圳市光明新区公明办事处上村社区莲湖工业区食品公司6栋、7栋,440301107237185,2013-05-03,胡亮,1000万元人民币,9144030006798565XG,www.shunxinchang.com
ThinkDoo智慧餐饮,安徽申东信息科技有限公司,“ThinkDoo智慧餐饮”为公司主要产品，是一款专门为餐饮行业量身打造的智能整合运营管理系统，它以餐饮企业日常运营、营销、管理等需求为中心，站在为企业布局Ｏ２Ｏ的站略高度，通过“三网融合”的方式，把餐饮企业和消费者紧密结合；搭建高效共享的信息化平台，建立以总部为管理中枢的一体化管理网络，实现对餐饮企业进行系统而全方位的精准化和集约化管理，提高连锁餐饮企业对市场的反应速度和管理效率。,安徽申东信息科技有限公司,合肥市高新区望江西路800号合肥高新股份有限公司A1研发楼703、705、707、708室,340100000979477,2014-05-06,潘甜甜,1000万元人民币,91340100099219853H,www.ahxunli.com
诺华合,诺华合（昆山）医学科技有限公司,诺华合医学科技是一家中外合资的致力于研发、生产及销售医疗设备的公司。公司引进美国硅谷先进的技术，结合自主研发，以改善皮肤伤口愈合以及延缓皮肤衰老的优质产品为基础，努力打造皮肤健康类产品的一线品牌。,诺华合（昆山）医学科技有限公司,,320583400054949,2014-07-01,朱怡波,112.5万美元,913205830942833975
大道模具,合肥大道模具有限责任公司,大道模具是一家轮胎模具生产商，集研发、生产、销售为一体，为轮胎行业和橡胶制品行业用户提供花纹工艺、平板模具、乘用胎模具、截重胎模具、工程胎模具、农业胎模具等产品。,合肥大道模具有限责任公司,安徽省合肥市经济技术开发区佛掌路石门路交口,340107000021604,2002-07-22,王卫国,1344万元人民币,91340100740870394N,www.ahdadao.cn
印宝科技,郑州图谋天下网络科技有限公司,"""印宝科技（河南）有限公司成立于2015年2月，是新一代互联网印刷品牌。印宝将以互联网的方式重构传统商务印刷领域，致力于打造中国最大的互联网印刷和设计服务平台。我们的核心团队来自行业精英和年轻有为的技术极客，有扫地僧般的技术大牛等着被调教，端茶倒水的是名校的萌妹子，男神boss已经连续创立了第2家公司了，左顾右盼，同事们一个比一个更smart~每个人都能自我迭代迅速，对在做的事情超有成就感。, 印宝已获得天使投资500万。始终坚持对产品极致体验的初心，所有的产品都采用先进的印刷设备进行生产，优质的原材料、精细的色彩管理流程以及经验丰富的印刷专业人员保证了产品的绝佳品质。印宝拥有超豪华的专业团队，包括产品设计、IT开发、运营推广、印刷技术、色彩管理、客服、物流等。, 印宝是新一代O2O模式的践行者，线上构建电商平台（hnyinbao.cn）；通过自主研发的互联网平台中心，管理线上、线下的入口流量，并和ERP系统完成无缝的对接；同时拥有完善的流程管理体系和贴心的产品服务，通过线上、线下相结合的方式给用户带来360度超质感的体验。""",郑州图谋天下网络科技有限公司,,410105000653016,2015-07-08,周永春,500万元人民币,91410105349403662G,www.51yinbao.com
协购,协购（上海）电子商务有限公司,协购（上海）电子商务有限公司创立于2016年，一家采用O2O模式，即“线上商城 线下店铺”模式的全国性、综合性购物平台。是由中运富通集团投资组建，中运富通集团拥有雄厚的资本与丰富的产业资源，是公司不断稳步前行的最强后盾。依托互联网技术，协购与商户逐步实现以消费者为导向的新经营方式；以“消费增积分”的促销模式，减轻商户负担，培育用户的忠诚度和粘性，最终实现商户、消费者与协购的三方共嬴,协购（上海）电子商务有限公司,上海市长宁区协和路1033号5层1502室,310105000511354,2016-02-03,王栋,2000万元人民币,91310105MA1FW1NM6E,www.xgou168.com
柏承实业,上海柏承实业有限公司,柏承实业旗下分公司有上海悦清水湾会议中心（酒店）、杭州城站速8、杭州Y-HOTEL、江西三清山柏瑞、三清山画家村度假酒店，集团属于公司集团制，目前处于快速发展中。,上海柏承实业有限公司,,310107000665676,2012-09-13,陈德新,500万元人民币,913101070530469340
智青春,深圳市前海智青春投资有限公司,深圳市前海智青春投资有限公司（以下简称智青春）是“博物馆金融挑战赛”的承办单位。智青春公司致力于创建“互联网 大学”的生态系统，紧抓“新金融，新生代，新生态”的发展契机，借助全社会的各种公益力量和资源，搭建各大企业与大学生的无缝对接平台。通过赛事推进和芬实金融启蒙教育，加上后续延展服务实现互联网时代的“智慧金融”。,深圳市前海智青春投资有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301112451463,2015-03-27,周云娣,500万元人民币,914403003352266347,www.qhzqc.com
上海九影网络,上海九影网络科技有限公司,上海九影网络是业界领先的互联网产品外包公司。九影网络的前身是同济大学图形图像研究室，于2011年开始从事手机APP、旅游全景漫游、房产家居、数字游戏的应用开发。,上海九影网络科技有限公司,,310112001423454,2014-09-17,葛秀丽,100万元人民币,9131011231253866XX,www.9shadow.com
王程,成都程锦勤王文化传播有限公司,,成都程锦勤王文化传播有限公司,,510106000750720,2017-06-13,王月,800万元人民币,91510106MA6CRE3H2U
融多易,北京融多易科技有限公司,融多易是一家大数据专利运营服务商，公司通过自主研发的大数据系统，采用超过100个评估模型和超过5000个机器学习维度，实现对以专利为代表的科技资产的多维度评价和估值，同时为专利提供运营及变现服务。,北京融多易科技有限公司,北京市海淀区中关村东路1号院8号楼1层CG05-124号,110108023724302,2017-07-06,吴雪芹,115.7894万元人民币,91110108MA00G0BF7R,zhuanli.wordpress.com
中科军联,中科军联（张家港）新能源科技有限公司,中科军联（张家港）新能源科技有限公司注册于张家港保税区，主要股东为中国科学院大连化学物理研究所与珠海鑫本股权投资基金。公司设立目标是携手大连化学物理研究所，将其在醇类燃料电池领域的国际一流科研成果产业化，提供特定应用环境下最优化的新能源解决方案，应用于国防及民用领域。,中科军联（张家港）新能源科技有限公司,江苏扬子江国际化学工业园天霸路,320592000068847,2013-03-29,李山,15000万元人民币,91320592064568164L,www.zkjlfc.com
滕宝盛TBSEO,深圳滕宝盛信息科技有限公司,滕宝盛TBSEO是一家在线金融教育培训平台，主要为个人与企业提供金融教育培训、云数据决策软件、投研策略支持和信息咨询的整体解决方案，开设了服务于不同用户的从入门到基础到资深的阶段性课程，包括云数据决策软件及金融投资培训课程等专业课程。,深圳滕宝盛信息科技有限公司,深圳市南山区粤海街道中心路兰香一街2号海王星辰大厦1709单元,440300201074882,2017-05-11,谢新凯,1000万元人民币,91440300MA5EHGMQ8L,www.cvg.com.hk
淘景立画,上海淘景立画信息技术有限公司,淘景立画是一家新媒体内容运营商，以新媒体为核心，以移动互联网、家庭互联网为渠道，为用户提供新媒体运营服务，产品有趣味云游戏平台-“立画游戏”、面向电视机终端、移动客户端、微信等的音乐内容集成平台-“立画音乐”。,上海淘景立画信息技术有限公司,中国（上海）自由贸易试验区新金桥路27号13号楼2层,310112001563497,2015-10-15,黎文,1250万元人民币,91310112MA1GB04RXF,www.topdraw.cn
