名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
陪孩玩,大连森艺文化传媒有限公司,育儿教学视频制作分享平台。陪孩玩以短视频方式分享能让孩子开心的小方法，同时让孩子在游戏中体验英语、数学、科学、美术、手工、运动等等的创意启蒙，通过旗下微信公众号、微博定期更新视频。,大连森艺文化传媒有限公司,,210204000003878,2011-01-07,林森,50万元人民币,91210204565523386B
星泓生物科技,星泓（上海）生物科技发展有限公司,星泓（上海）生物科技发展有限公司是一家生物技术开发商。经营范围：从事生物技术、医疗科技领域内的技术开发、技术咨询、技术服务、技术转让，商务信息咨询，财务咨询，市场营销策划，会议及展览服务，物业管理，营养健康咨询服务，知识产权代理，仓储服务（除危险化学品），国际货物运输代理，人工装卸服务，供应链管理。,星泓（上海）生物科技发展有限公司,上海市浦东新区南汇新城镇环湖西二路888号C楼,,2018-05-31,刘斌,20000万元人民币,91310115MA1HA1P6X5
布鲁艾诺机器人,嘉兴布鲁艾诺机器人有限公司,布鲁艾诺机器人是一家工业机器人研发商，专注于工业机器人研发并提供自动化整体解决方案。其主要产品包括机械手臂、伺服横走型机械手、单轴伺服机械手臂、皮带输送带等，并提供相应的技术支持。,嘉兴布鲁艾诺机器人有限公司,浙江省嘉兴市南湖区凤桥镇三星路57号,330402000152685,2014-08-05,黄晓军,750万元人民币,913304023135211736,www.bluearrowrobot.com
达蒙科技,广州达蒙安防科技有限公司,广州市达蒙安防科技有限公司是一家施工安全防护解决方案提供商，公司专业从事建筑施工技术及施工机械的研发、咨询、制造及专业承包。是中国建筑业协会建筑安全分会和中国标准化协会施工安全分会会员单位，具有附着式升降脚手架专业承包壹级资质。广州市达蒙安防科技有限公司成立于2002年7月，其前身为广州达蒙建筑新技术研究所。 公司专业从事建筑施工技术及施工机械的研发、咨询、制造及专业承包。,广州达蒙安防科技有限公司,广州市黄埔区科学大道182号C1区601,440106000177520,2002-07-19,何卫东,7073.967万元人民币,914401067397343365,damenganfang.tuweia.cn
恒强智控,浙江恒强科技股份有限公司,恒强智控是一家工业自动化及智能化控制解决方案提供商，专业从事针织设备电脑控制系统、工业机器人控制系统等高端工业自动化及智能化设备研发、生产及销售。,浙江恒强科技股份有限公司,杭州余杭区闲林街道闲兴路6号,330184000028734,2008-01-23,胡军祥,9000万元人民币,91330100670612874J,www.hqcnc.cn
威尔凯,威尔凯电气（上海）股份有限公司,公司主营业务是变频器、软起动器的生产与销售。公司主要产品为变频调速器和软起动器。,威尔凯电气（上海）股份有限公司,上海市奉贤区远东路720号2幢,310000400561423,2008-02-02,陈建义,1563万元人民币,91310000671148954L,www.werkai.com
斑马圈,武汉斑马圈网络科技有限公司,斑马圈是一个旅游游记攻略分享社区交友网站，致力于让武汉地区的年轻人分享武汉目的地的旅游信息资讯。隶属于武汉斑马圈网络科技有限公司。,武汉斑马圈网络科技有限公司,武昌区中北路107－2号广厦中北领寓二期1栋/座18层1室,420106000351253,2014-05-26,杨鹏,50万元人民币,91420106303397762B,www.banmaquan.cn
飞吧创客,武汉知青年教育咨询有限公司,武武汉知青年教育咨询有限公司专业致力于创客教育、 STEAM教育的推广与发展。公司以华中科技大学和美国MIT为依托，研发建立了面向中小学和大学的创客教育培养体系，深度践行STEAM教育的理念，为相关学校、机构和师生提供系统的教学设备、教学素材、系列课程、学习网络和发展理念。公司独家开发的创客教育《疯狂课程-How to Make Anything》现已覆盖从小学到大学的各个阶段师生，为国内学校和机构创新创客教育的发展提供蓝本，有力的促进了学校创新教育的发展和创新人才的培养。迎接创新、拥抱创新，在数字革命的浪潮中引领创新。,武汉知青年教育咨询有限公司,武汉东湖新技术开发区珞瑜路243号科技大厦,420100000459147,2014-12-22,夏蕾,114.2857万元人民币,91420100303710405G
优思达USTAR,杭州优思达生物技术有限公司,优思达是一家致力于创新POCT分子诊断产品研发、生产和销售的高新生物科技公司，主要开发创新的现场分子检测技术并将之转化为快速、简便的检测产品，让分子诊断和检测不再依赖于昂贵的仪器和高要求的分子实验室。公司拥有多项自主知识产权和快速分子检测技术平台，其中包括：恒温扩增技术、全封闭式目标片段核酸扩增物快速检测技术和试剂玻璃化技术，并已在此平台上开发了多种新型快速分子诊断试剂盒。,杭州优思达生物技术有限公司,浙江省杭州市滨江区南环路3766号801-808室,330100400018690,2005-01-28,尤其敏,2839.9525万元人民币,91330108770806481W,www.bioustar.com
护食安,成都禾钰科技有限公司,护食安是一家智能家用食品检测仪研发商，研发了食品安全检测仪护食安，将所有反应试剂预先固定在试纸上，滴加4-12滴提取液到检测试纸加样孔反应，将试纸条放入检测仪中自动读取数据，结果会以合格、超标、疑似的结果呈现在APP上。,成都禾钰科技有限公司,中国（四川）自由贸易试验区成都市高新区天府二街138号2栋1单元6层2号,510109000369128,2013-04-19,胡健,500万元人民币,915101000669612182,www.heyubiotech.com
玩物得志,杭州装点文化创意有限公司,装点文化，是一家专注于发扬中国文化的互联网公司，聚焦珠宝饰品设计等行业。隶属于杭州装点文化创意有限公司。,杭州装点文化创意有限公司,浙江省杭州市拱墅区矩阵国际中心(余杭塘路515号)6-407室,,2018-11-05,唐金尚,161.2952万元人民币,91330109MA2CFAKD4U,wanwudezhi.com
一拍停车,深圳一拍物联科技有限公司,深圳一拍物联科技有限公司，是一家专业提供停车场智能管理与综合运营系统的高科技公司。作为中国科学院深圳先进技术研究院的关联公司，我们专注于物联网、大数据前沿技术在停车场行业的应用开发。,深圳一拍物联科技有限公司,,440301117143584,2016-08-16,田龙强,102.5641万元人民币,91440300MA5DJA957K,www.epaitc.com
金蝶征信,金蝶征信有限公司,金蝶征信有限公司作为香港联交所主板上市公司——金蝶国际软件集团（股票代码：0268）旗下金融科技板块，于2015年5月在深圳前海深港合作区注册成立。是一家经人民银行正式批准，技术领先、实力雄厚的企业征信服务机构。,金蝶征信有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301112941342,2015-05-22,林波,5000万元人民币,914403003425984283,www.bigdataxy.com
中顺易,深圳中顺易金融服务有限公司,　深圳中顺易金融服务有限公司（以下简称“中顺易”）是由中信信托、顺丰速运、网易联手打造的互联网金融公司，于2015年5月在中国深圳前海注册成立。基于互联网+、发展普惠金融、扩大消费等国家战略，中顺易通过互联网技术创新，有效整合股东公司在金融服务、物流服务和互联网技术等方面的资源和优势，致力于提供专业、创新的互联网金融产品与服务。中顺易目前拥有中顺易金融、信账宝两大互联网金融平台。,深圳中顺易金融服务有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301112816595,2015-05-08,李峰,18152万元人民币,91440300335390346T,www.zsyjr.com
天山股份,新疆天山水泥股份有限公司,"""新疆天山水泥股份有限公司是一家水泥生产企业.公司主要产品为水泥产品、商品混凝土等.其是西北地区最大的水泥生产厂家、最大的油井水泥生产基地和全国重要的特种水泥生产基地,拥有代表世界水泥工艺先进水平的窑外分解工艺线13条,于1999年4月通过国家建材质量体系认证中心ISO9002质量体系认证,是目前疆内唯一一家通过产品质量和质量体系双认证的水泥生产企业。""",新疆天山水泥股份有限公司,新疆乌鲁木齐市达坂城区白杨沟村,650000040000466,1998-11-18,赵新军,104872.2959万元人民币,91650000710886440T,www.sinoma-tianshan.cn
E人E本,北京壹人壹本信息科技有限公司,北京壹人壹本信息科技有限公司是同方股份（股票代码：600100）旗下全资子公司，其“E人E本”品牌是中国商务平板电脑的领军品牌,北京壹人壹本信息科技有限公司,北京市通州区聚富南路8号1幢1层01,110112012057707,2009-07-02,李健航,10000万元人民币,91110112691655945X,www.eben.cn
骑点互动共享单车,沈阳水钐科技有限公司,骑点单车是一家共享单车服务提供商，基于共享单车与出行社交的技术解决方案，解决短距离出行难的问题。,沈阳水钐科技有限公司,沈阳市于洪区北陵乡小韩屯村,210114000161508,2016-09-22,钱学明,1500万人民币,91210114MA0P57P806,www.meta-sequoia.com
体素科技,苏州体素信息科技有限公司,苏州体素信息科技有限公司，以下简称体素科技（VoxelCloud），定位于下一代人工智能医疗产业，致力于用人工智能和云计算技术深度挖掘海量医疗影像和临床数据，助力医生对疾病进行精准、及时、高效的分析和诊断，根据相应的临床需求提供端到端解决方案。,苏州体素信息科技有限公司,张家港保税区华达路36号新兴产业育成中心A栋217室,320592400005326,2016-03-14,丁晓伟,1000万元人民币,91320592MA1MG5UW2X,www.voxelcloud.net.cn
耍流量,成都耍流量网络科技有限公司,耍流量是一家移动互联网流量整合提供商，整合了三网运用商数据业务，贯穿于各种APP应用、手机游戏、社交平台、O2O等行业平台，实现客户的流量定制、流量赠送、流量兑换和流量交易的业务体系。,成都耍流量网络科技有限公司,成都高新区世纪城南路599号6栋7层703A,510109000532279,2015-01-19,杨玉成,1000万元人民币,915101003274922626,www.51n.cc
小角落文化传媒,宜昌小角落文化传媒有限公司,小角落文化传媒是一家致力于通过社区自有快递柜媒体和消费场所创造广告媒体宣传、推广平台的广告营销机构。是富友收件宝快递柜宜昌地区唯一广告承包商，有权利运作收件宝宜昌的全部媒体资源。,宜昌小角落文化传媒有限公司,,420521000021783,2010-06-10,黄涛,50万元人民币,914205065570125788
侠道传媒,侠道文化传媒（北京）有限公司,侠道传媒，是一家动作影视制作公司，在内容上，公司以冒险、喜剧的动作电影和网剧为开发重点，致力于做具有视觉冲击的赤身肉搏类动作影视片，同时围绕影视内容提供动作影星培养和艺人经纪、动作片影展等服务。,侠道文化传媒（北京）有限公司,北京市丰台区文体路58号A座1022,110106019605288,2015-07-31,阮小华,1000万元人民币,91110106351610521M
君阳网络,西安朗宁生物技术有限公司,愿景：为消费者营造“品质生活在加一”的极致购物体验；,西安朗宁生物技术有限公司,西安市高新区高新西区泰祥花园6号楼5101号房,610131100164151,2014-10-15,张涛波,100万元人民币,91610131311068678N
app：pictreat,温州恒众资产管理有限公司,Pictreat是一款融合社交功能的电商App，主要针对15-25岁的年轻女性用户，他们可以把喜欢的商品加入自己的心愿单，通过图片或链接的方式分享到微信朋友圈等社交媒体，让好友帮助买单实现自己的心愿。,温州恒众资产管理有限公司,温州市鹿城区车站大道2号华盟商务广场1803室东首,330302000255465,2015-10-22,耿志豪,200万元人民币,91330302MA2851PL9M
众包科技,上海众包信息科技有限公司,票金所平台是一家为企业和个人用户打造，为用户提供融资撮合服务的信息中介平台，宗旨是依托金融票据和银行保障，为客户提供投资便捷、预期收益可期的优质产品。票金所专注于电子银行承兑汇票与电子商业承兑汇票，因为电子票据的真实性可以较好识别，电子票据是流通在中国人民银行的系统中，不存在假票的情况，此外电子票据还具有无法挂失、无假票可能、无需查询、签收后无法撤回、背书企业真实易追索，汇票到期当日直接人行划款到账等强势优势。,上海众包信息科技有限公司,上海市嘉定区嘉定镇博乐路70号36幢1094室,310114002601778,2013-09-30,张文贵,3000万元人民币,91310114080005118E,www.piaojinsuo.com
耶烨红领巾,北京耶烨共享科技有限公司,耶烨红领巾是一个海淘买手服务平台，通过微信服务号，为用户提供Swisse情绪舒缓片、更年期平衡营养素、Lavender Coriander祖马龙香水、日本芮迷rimmel口红雨衣等产品，致力于构建私人代购服务平台。,北京耶烨共享科技有限公司,北京市海淀区华清嘉园7号楼4层502B，北京市朝阳区西大望路甲12号2号楼(国家广告产业园区孵化器24464号),110105019463638,2015-07-09,韦晓晴,100万元人民币,911101053483940204,www.vc.cn
掌游科技,杭州掌游科技有限公司,杭州掌游作为专业的游戏无线通讯产品开发商及网络游戏服务提供商，面向网游用户提供移动互联网时代国内领先的无线通讯、无线增值解决方案，并向网络及电信运营商提供网络游戏虚拟运营平台，提供游戏运营所需要的产品引进、客户服务、市场推广和用户导入等全方位服务。,杭州掌游科技有限公司,杭州市西湖区黄姑山路9号305室,330108000045843,2009-10-13,金旭,1000万元人民币,91330108694584302B,www.game2palm.com
水尚化妆品,佛山市美季化妆品有限公司,水尚化妆品是一家美容产品科研创新公司，公司主要致力于集产品研发、生产与销售于一体。研发出一系列拥有自主知识产权的健康美容产品，旗下拥有多款化妆品独立品牌。,佛山市美季化妆品有限公司,广州市白云区永平街丛云路839号B404房（仅限办公用途）,440111000364388,2012-02-28,徐恩园,100万元人民币,9144011159150391X4,www.sisean.cn
德森精密设备,深圳德森精密设备有限公司,德森精密设备是一家电子生产智能设备制造商，主要产品有全自动视觉印刷机、FPC全自动上料机、全自动高速点胶机、全自动选择性涂覆机、全自动屏蔽盖贴合机等，主要应用在航天、车载电子、医疗电子、通讯电子等领域。,深圳德森精密设备有限公司,深圳市宝安区松岗街道潭头第三工业区A区A4栋,440306106403969,2006-08-16,周林,2100万元人民币,914403007925632574,www.desen-sz.com
宇洪科技,广州宇洪科技股份有限公司,宇洪科技是一家电线电缆生产商，产品主要包括光纤光缆、智能装备工业线、大对数铜缆、语音配线等，可应用于交通、公共建筑、医疗卫生、教育等行业。同时公司还为用户提供工程安装服务。,广州宇洪科技股份有限公司,广州市天河区软件路11号402室,440111000140194,2007-11-13,廖孝彪,5740.5923万元人民币,91440111669954340A,www.yuhongcable.com
来亿发,来亿发科技（北京）有限公司,油搞头是一款服务加油站和车主的移动互联网产品，隶属来亿 发科技(北京)有限公司。团队成员二次创业，已于2014年11月份实现业务闭环，实现加 油站日销售订单提升20%以上，为国内首加实现9折加油扫码支付的互联网平台服务商。油搞头由某顶级美元投资基金以及某百亿美金市值互联网高管 共同推动成立，旨在帮助加油站更好的升级“互联网+”。,来亿发科技（北京）有限公司,北京市朝阳区新房路3号院6号楼11层1216,110108019339710,2015-06-18,曹橙御,100万元人民币,911101083483066094,www.91ytg.com
宏宝莱,四平宏宝莱饮品股份有限公司,四平宏宝莱饮品股份有限公司是一家饮料生产商。始建于1992年11月5日，2012年按照现代产权制度成功实现股份制改造。公司现拥有饮料、冷饮两大系列产品，饮料植物蛋白、碳酸、果汁三大类十多个品种，冷饮雪糕、冰淇淋、雪泥、冰棒等几大类70多个品种，品种齐全、丰富，产品被吉林省评为受消费者喜爱品牌。行销区域遍及东北、华北、华东等全国大部分区域。,四平宏宝莱饮品股份有限公司,四平市铁西区红嘴路20号,220395000005532,2011-11-17,卢宪军,18690万元人民币,91220300584615497U,www.sphbl.com
天宝云购,辽宁华君天宝科技有限公司,天宝云购’以优质的服务，广泛资源。以需供求的原则，搭建良好的共赢电商平台；努力做到“人无我有，人有我优”理念创造综合性的电商平台,辽宁华君天宝科技有限公司,沈阳市沈河区北京街51号(1-20-3),210103000135478,2015-06-23,夏鹏,30000万元人民币,9121010334083305XG
普施康生物,绍兴普施康生物科技有限公司,普施康生物是一家体外诊断试剂和临床检验分析仪器研发商，利用微流控盘式芯片平台技术，结合独创的微量全血分离功能，主要为用户提供适用国情的凝血、免疫、分子诊断试剂盒及新型配套检测系统，适用于大医院急诊、中小医院、临床科室、社区医院和移动医疗的体外诊断领域。,绍兴普施康生物科技有限公司,绍兴滨海新城沥海镇马欢路398号科研楼C楼408号房间,330600000185784,未知,余波,1060万元人民币,91330600098509189Y,www.pushkang.com
伴伴,常相伴（武汉）科技有限公司,伴伴是一款青年社交APP。伴伴关注陌生人社交，通过算法提炼出适合用户的破冰场景，根据用户行为智能推荐，将社交效率提升到极致。用户可以在伴伴APP中，根据自身的约玩需求，精准定位，找到心仪的技能“大神”，即“随时随地，约到想约的人”。再通过线上预约下单的模式，达成1v1的约玩和技能服务。约玩类型覆盖广泛，主要以“竞技游戏”为切入点，提供线上线下的游戏约玩，包括有英雄联盟、王者荣耀、绝地求生、刺激战场、刀塔2等多款热门游戏。 除此之外，还有多重元素的社交约玩品类，如，声优聊天、歌手、情感咨询、占星等。,常相伴（武汉）科技有限公司,武汉市东湖新技术开发区武汉光谷国际商会大厦A座23层15室,,2018-03-23,付亚平,100万元人民币,91420100MA4KY23R3K,www.iambanban.com
致诚众合同晟,北京致诚众合同晟科技有限公司,致诚众合同晟是一家以项目开发为核心，集IT技术解决方案、网络技术研发、移动互联网先锋技术研发、软件技术研发为一体的公司，致力于面向客户推出电子商务、智慧城市、生活服务、HTML5互动游戏、移动金融和远程医疗等移动解决方案。,北京致诚众合同晟科技有限公司,北京市昌平区北清路1号院3号楼7层1单元812,110114019710964,2015-08-18,刘基科,500万元人民币,91110114353005560J,www.rjwbbox.com
多元大数据,广州多元大数据技术有限公司,多元大数据是一家大数据营销服务提供商。深入研究平台用户行为数据，通过对动态消费者的行为、兴趣、需求等属性进行多维度深入分析，建立消费者行为画像，基于客户需求，提出最优的大数据营销整体解决方案 。?,广州多元大数据技术有限公司,广州高新技术产业开发区科学城科丰路31号自编1栋G2栋403房,440108000117159,2015-10-12,黎发成,1000万元人民币,91440116MA59AB4396,www.idydata.com
火花链,烨链（上海）科技有限公司,烨链科技创始团队组建于2017年初，以基于区块链技术的各类应用开发为方向，核心成员是国内区块链的早期探索和实践者，组织编写《区块链世界》（中信出版社）、《区块链与大数据》（人民邮电出版社）。2017年5月，团队携拍卖项目入围工信部区块链大赛，完成小规模测试，反响良好。7月，烨链公司正式注册成立，9月，携“火花链”项目参加“第二届中国区块链技术创新应用大赛”，获得“中国区块链技术创新应用奖”。,烨链（上海）科技有限公司,上海市浦东新区历城路70号甲二楼,310115003455644,2017-07-26,蒋晓军,100万人民币,91310115MA1H970U8T,www.sparkchain.cn
蓝光领域,深圳市蓝光领域科技有限公司,深圳市蓝光领域科技有限公司成立于2008年，是一家专业从事数码产品、电子礼品集研发、生产、销售于一体的高科技企业。目前，公司拥有员工100多人，技术开发人员将近10人，拥有占地1000多平方米的生产制造基地，年产量达500万台，具备高效率的生产能力及先进的品质控制水平。作为国内的数码产品制造商，公司一直致力于生产和开发时尚、流行的消费类电子产品，业已推出一系列自主开发、独具特色数码礼品，产品涵盖数码相框、广告机、电子产品等一系列，并不断影响和享誉于国内市场；并能自行研发客户所要求的产品和提供配套的服务。,深圳市蓝光领域科技有限公司,深圳市宝安区福永街道新和社区福园一路天瑞工业园B区B2栋第五层,440306106466648,2012-08-09,连远志,50万元人民币,9144030005150353XT,www.lglyu.com
优享机场,山西空港贵宾服务有限公司,优享机场是一款一键登机的app。针对机场旅客，开发的一款提供实时航班信息、在线值机、机票订购、特产订购、服务订购、旅游订购、专车接送、候机楼导航、天气查询功能等多种功能的移动端应用软件。,山西空港贵宾服务有限公司,,140100061019399,2015-05-29,贾敏彦,600万元人民币,91140100330442418G,www.ujoy-airport.com
飞科星腾,浙江飞科星腾影视传媒有限公司,飞科星腾是一家VR/AR技术影视传媒服务商。致力于电影、综艺、电视剧、网大、网剧的制作、投资、商务运营、衍生品等全产业链运营及VR/AR技术的引进和影视运用，旨在为客户提供专业的产品、良好的技术支持、健全的售后服务，由飞科注资创立。,浙江飞科星腾影视传媒有限公司,杭州市下城区环城北路208号33层06、07室（产权证地址：环城北路208号3001室）,330103000306293,2016-07-04,赵子茵,1000万元人民币,91330103MA27Y3UP6P
建投华文,建投华文投资有限责任公司,建投华文投资有限责任公司（简称“建投华文”）是中国建投在文化传媒、消费品及服务、医疗健康领域进行战略布局的专业投资和运营平台。,建投华文投资有限责任公司,北京市朝阳区东三环中路1号1幢2单元2001内15-16号单元,110000016416876,2013-10-30,杜鹏飞,200000万元人民币,91110000080456090L,www.jicc.cn
基诺信息,基诺信息科技（深圳）有限公司,基诺信息是家基因大数据可视化自动分析系统公司，包括基因组学方向的基因变异分析，转录组学的基因表达分析与表观组学的基因调控分析等多组学的自动化分析，适用于科研、医疗、健康和农业等行业。,基诺信息科技（深圳）有限公司,深圳市南山区粤海街道深圳湾科技生态园9栋A座34楼3412单位,440301503440544,2009-09-29,LIEW YOKE FONG,250万港元,91440300693993286G,www.genosys-asia.com
万贺文化,北京万贺文化发展有限公司,極朝习茶（品牌）创立于2015年，是互联网思维、体验经济下应运而生的一家现代茶企。拥有多年的‘传统茶’产、制、销体系。在六大茶系主产区分别拥有自主的茶叶种植、制作、审评的广泛资源与行业标准，在传统茶领域占有一定的高端优质市场份额，并屡次获得斗茶大赛及专业审评等多项茶叶品质奖项，同时也获得了消费者一贯好评。公司以“做中国好茶、做好中国茶”为使命，坚持原产地特级原料，传统工艺制作，独特的加工技术，彻底解决茶叶消费买、喝、送的三大需求痛点。以创新产品和体验，让茶真正回归生活。为了给茶饮消费者带来一杯不一样的传羽之茶，团队注重的产品研发，坚持独立自主的产品研发模式，致力于茶饮产品构思、配方研究及样品制造。历时两年特研发【極朝·习茶】快饮杯系列产品，并推出了‘快饮系列产品’旨为带给年轻茶饮消费者一杯不一样的无添加天然好茶。,北京万贺文化发展有限公司,北京市朝阳区博大路3号院4号楼1层102,110105022949050,2017-02-13,林登琦,300万元人民币,91110105MA00BU797X
乌贝,杭州乌堡科技有限责任公司,【市场及用户】,杭州乌堡科技有限责任公司,浙江省杭州市余杭区五常街道文一西路998号12幢1单元202室-5,330184000363857,2015-05-15,黄文佳,254万元人民币,91330110341781431D
首席消费商城，引领F2C模式。,四川省长城畅购网络科技有限公司,长城畅购商城安徽运营中心，主要担负长城畅购商城在安徽全省的代理招商和客户拓展，同时商城总部技术后台也设在安徽运营中心内。朝阳电商，广邀各路技术大咖共同发展。,四川省长城畅购网络科技有限公司,,510109000866219,2016-07-07,林爱民,1800万元人民币,91510100MA61WM96XW,www.ccchanggou.com
科迈通讯,深圳市科迈通讯技术有限公司,科迈通讯智能物联领域的高科技企业，公司集物联化技术研究、智能化产品开发和物联网平台服务为一体，建立了稳定增长的 B2B和B2B2C营销平台。,深圳市科迈通讯技术有限公司,深圳市南山区高新中二路深圳软件园一期8号楼302室,440301102908088,2001-01-18,袁晖,833.3333万元人民币,91440300726182552X,www.comexe.cn
智慧云尚,贵州智慧云尚科技有限公司,贵州智慧云尚科技有限公司，成立于2016年12月，由贵阳云尚城市资产运营管理有限公司、街觅（北京）科技有限公司共同发起。,贵州智慧云尚科技有限公司,贵州省贵阳市云岩区北京路2002-190号银海元隆广场7号楼40层,520103001059243,2017-01-22,张飞亚,5000万元人民币,91520103MA6DRRNH6Y
新即时,哈尔滨新即时企业管理有限公司,新即时是一个基于B端的家电售后服务提供商开创者，为国美、苏宁、京东、天猫、小米等线上及线下家电卖场提供家电送装一体（家电送货与安装同步进行） 服务解决方案，卖场向新即时支付配送物流费用。,哈尔滨新即时企业管理有限公司,哈尔滨市南岗区永和街72号1层,230103101076424,2015-10-20,杨百澍,235.2941万元人民币,91230103MA18W34F76,www.cnxjs365.com
大有科技,北京汇智大有科技有限公司,大有科技是一家教育行业SaaS服务提供商，致力于为教育行业用户提供软件开发定制服务，主要产品包括人脸识别考勤、电子班牌、电子请销假平台等软件产品。,北京汇智大有科技有限公司,北京市海淀区宝盛里37号楼三层320室,110108013361450,2010-11-15,李元丰,1000万元人民币,91110108565834512P,www.wisedew.com.cn
圣贝拉母婴月子会所,珠海贝康母婴护理管理有限公司,圣贝拉成立于 2016 年 12 月，是一家高端月子护理品牌服务商，目标客群是年轻高净值家庭，结合海内外母婴医疗技术及护理理念，主打高端艺术疗养路线，提供 24 小时护士一对一护理、产后修复、护士到家服务、育婴师培训及输出等业务。  其目标客群是年轻高净值家庭，提供 24 小时护士一对一护理，主打高端艺术疗养路线。圣贝拉早期采取与酒店合作的轻模式，选址自带话题性的五星级奢华品牌酒店，例如柏悦酒店、半岛酒店、华尔道夫酒店等合作。圣贝拉成为这些全球顶级酒店品牌唯一入驻的月子会所。首先建立在共同的用户画像基础上，区别于商务五星级酒店更强调坐月子是一场旅行的概念；此外，坐月子的客户往往都是家庭式消费，据圣贝拉数据，坐月子期间其用户人均每周会在酒店消费 3 次以上。在建立服务标准化方面，贝康国际首先建立了贝康护理学院，并与美国认证协会（ACI）合作，独家代理其中国区的注册国际母婴护理师课程，培训输出护理人员，确保每位护士都拥有护士资格证且拥有 ACI 注册国际母婴护理师资格证。预计 2019 年年初将推出 ACI 注册国际母婴护理师线上课程，学员可以直接通过小程序完成课程的学习和考证。这样的培训体系为其月子会所输出护理人员的同时，也能保证服务质量的稳定和标准化。,珠海贝康母婴护理管理有限公司,珠海市横琴新区宝华路6号105室-20278,440003000213489,2016-09-07,向华,500万元人民币,91440400MA4UUF2N7A,www.stbella.cn
北京军威世纪,北京军威世纪野战装备科技有限公司,北京军威世纪野战装备科技有限公司是一家以开发军用装备产品为主，并把军用装备引进到野营装备上来。本公司诚招各地区军品店和户外用品店代理商，共同开发市场．主要产品有军用伪装网，军用指北针，军用工兵锹，军用包，气炉，烟雾弹及其他户外野战装备。北京军威世纪野战装备科技有限公司直接属于专业伪装网生产厂家的销售公司，生产的伪装网可以有效对抗近红外，阻燃，防雷达，多频谱的功能，颜色可以根据环境的要求生产，可以定做不同规格的，主要有森林迷彩军用伪装网，三色拼花军用伪装网，沙漠色及三色沙漠色军用伪装网，同时开发军用伪装服，使,北京军威世纪野战装备科技有限公司,北京市丰台区射击场路10号,110106013196745,2010-09-03,陈占强,6000万元人民币,91110106562131889E,www.bjjwsj.com.cn
大寰机器人,北京拓世寰宇网络技术有限公司,,北京拓世寰宇网络技术有限公司,未知,110000450156590,2010-11-19,张爽,98.628万元人民币,911101085636007470,www.dh-robotics.com
人人通,湖南天天向上网络技术有限公司,"""湖南天天向上网络技术有限公司是一家专注于K12阶段的移动互联网信息教育服务提供商，旗下有""""三通二平台""""，如""""宽带网络校校通""""、""""优质资源班班通""""、""""网络学习空间人人通""""、""""教育资源公共服务平台""""、""""教育管理公共服务平台""""等，面向个人及机构提供学习和教育信息化服务。""",湖南天天向上网络技术有限公司,长沙高新开发区尖山路39号长沙中电软件园一期10栋厂房7楼701A室,430103000044065,2009-05-19,廖洁鸣,1357.1428万元人民币,914301006895045746,www.daydayup.com.cn
通宝信诚,北京通宝信诚投资担保有限公司,北京通宝信诚投资担保有限公司，主要从事房屋抵押贷款、企业经营贷款、短期周转贷、过桥资金及垫资﹑承兑汇票贴现及支票兑换现金等相关综合金融业务，致力于为企业及个人提供服务。公司是个人房产抵押贷款的金融服务专业机构，为借款人提供全面的房产抵押贷款服务，包括贷款方案的设计、贷款品种的选择、贷款银行的担保以及还款方式。,北京通宝信诚投资担保有限公司,北京市丰台区南三环西路16号2号楼1207室,110106013115240,2010-08-06,李岩朋,1000万元人民币,91110106560424426H,www.bjtbxc.com.cn
万紫网络,西安万紫网络科技有限公司,"""西安万紫网络科技有限公司2011年创立于西安，专业服务于App开发、网站制作、软件研发、系统集成等。秉承""""全心全意、全力以赴、精益求精""""的理念，万紫网络投入高端品牌App研发，提供一站式、全方位整合网络服务。""",西安万紫网络科技有限公司,西安市雁塔区南二环西段106号紫竹大厦1幢21604号房,610100100499179,2011-12-12,郭杰,1000万元人民币,916101135874186759,www.zv100.com
万途,上海万途网络科技有限公司,万途是一家B2B网络技术公司，致力于为客户提供计算机网络相关服务，其业务主要包括技术服务，计算机网络工程，电子商务计算机等服务，专注于解决客户计算机网络技术问题。,上海万途网络科技有限公司,上海市徐汇区石龙路569号1幢201室,310104000653362,2016-03-25,严志强,300万元人民币,91310104MA1FR2EX4L,4051410.01p.com
乐信投资,深圳市乐信投资管理有限公司,乐信的目标市场是传统金融业务无法覆盖的小额信用贷款市场，通过金融技术创新和金融业务模式创新，使个人的、小额的融资需求得以满足，同时通过这一市场的开拓，帮助投资人参与价值创造，获得合理的收益。,深圳市乐信投资管理有限公司,深圳市罗湖区南湖街道建设路2016号南方证券大厦B座1205,440301106025854,2012-02-28,胡伟坚,1600万元人民币,9144030059189077X3,www.lxp2p.cn
眯眯生活,广州市斯古迈信息科技有限公司,眯眯生活是一个专注于高校生活的服务APP，为在校学生提供社交、O2O本地生活服务等，隶属于广州市斯古迈信息科技有限公司。,广州市斯古迈信息科技有限公司,,440105000297914,未知,许泽铭,50万元人民币,91440101058938122L,www.mimishenghuo.com
