名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
理想家,武汉理想家网络科技有限公司,理想家网络科技有限公司成立于2016年，并于中国内陆地区最繁华都市、最大水陆空综合交通枢纽的“九省通衢”湖北省武汉市注册成立。理想家网络科技有限公司总部位于湖北省武汉市，依托武汉科研教育的有利条件，公司在此设立技术研发中心。同时分别在广东省佛山市、与河北省雄安新区设立分公司，作为储运中心和营销中心。但理想家前进的脚步不会停止，在良好的发展趋势下，东西部也会陆续在杭州、成都成立营销中心，扩大经营规模。,武汉理想家网络科技有限公司,武汉市东湖新技术开发区光谷大道58号1栋电商办公楼二层I002号,420100000664822,2016-07-29,姚威,1000万元人民币,91420100MA4KN76PX9,www.akpp.cn
华曙高科,湖南华曙高科技有限责任公司,华曙高科是工业级 3D 打印领航企业，成立于 2009 年，是工信部颁布的全国唯一的3D打印智能制造试点示范项目企业，拥有高分子复杂结构增材制造国家工程实验室、国际视野的研发体系和全球销售服务网络。,湖南华曙高科技有限责任公司,长沙高新开发区林语路181号,430193000024282,2009-10-21,侯培林,6446万元人民币,91430100696213142E,www.farsoon.com
健坤科技,武汉健坤科技有限公司,健坤科技是一家智能腕表研发商，专注于可穿戴计算领域的技术开发。公司主要生产的一款智能腕表，已与宇龙酷派、苹果公司等达成合作，并为其提供软件与硬件核心器件、ID设计服务。,武汉健坤科技有限公司,,420106000284770,2013-04-24,颜其锋,100万元人民币,91420106066816678X
大头丁,深圳市大头丁电子商务有限公司,大头丁是一家针对宠物健康提供解决方案的科技公司。公司的主要产品包括：宠物口腔闪释片、宠物口服闪释健康品、药品系列；已上市产品：高效祛除口臭的“香嘴儿”，促进钙质转化与吸收的“骨劲儿”。,深圳市大头丁电子商务有限公司,深圳市罗湖区春风路锦星别墅30栋（原A2）,440307108848322,2014-02-24,丁明,100万元人民币,91440300088339999Q,www.aipeiti.com
广西传凯保险,广西传凯保险代理有限公司,广西传凯保险是一家专业保险代理公司，主营业务是为建筑施工单位提供工程保险专业化服务，为广西区内重点基建工程项目的建设保驾护航。,广西传凯保险代理有限公司,,450100200140609,2010-08-12,李斌,200万元人民币,914501035594355669,www.gxchuankai.com
雨珑智能,上海雨珑智能科技有限公司,上海雨珑智能科技有限公司是一家软件研发和智能方案提供商。,上海雨珑智能科技有限公司,上海市奉贤区南桥镇南桥路377号1幢,,2019-01-25,李文勇,1000万元人民币,91310120MA1HQNJF2R,www.raindragon.cn
天语和声,无锡市天语和声文化传媒股份有限公司,"""公司设立初期主营业务为文化旅游商贸服务,随着我国文化旅游产业的不断升级,公司主营业务由初期的旅游商贸,逐渐升级为以文化体验为支点的文化内容产品制作;现阶段,公司的产品并不单一的服务于文化旅游产业.公司业务升级后,主要从事文化内容产品的提供;现阶段,公司的文化内容产品主要服务于大型旅游集团,其业务实质是通过提供文化内容体验服务,以吸引人流,获取现金流.虽然公司现阶段的主营业务并不局限于服务旅游行业,但对于无锡的文化旅游业来说,公司的业务本质和过去是相通的.""",无锡市天语和声文化传媒股份有限公司,无锡市建筑西路599-1号七楼708室,320200000175423,2009-09-29,徐国伟,850万元人民币,913202006954962245,www.t-unison.com
航美新材,深圳航美新材料科技有限公司,深圳航美新材料科技有限公司是国内一家以新材料、新能源领域为主的高科技研发型企业。公司拥有强大的研发技术实力，研发核心成员主要为清华大学、中国科学院、中南大学多位博士及研究员，工程技术和应用测试核心成员在新能源、新材料领域有着十年以上的工作经验。公司主要针对有机和无机相变复合材料在新能源汽车、轨道交通、通讯基站、激光设备、无人机及智能终端设备等多个领域的热设计、热管理应用研发、生产及销售。公司在相变复合材料领域有着多年的研发基础及市场应用经验，在各个应用领域市场有着同行业领先优势。,深圳航美新材料科技有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301116942781,2016-07-26,李鹏,661.37万元人民币,91440300MA5DH59YXM,www.hmnew.cn
段子手相机,上海不懂网络科技有限公司,SOOGIF主要为新媒体运营、市场营销人提供动图素材搜索服务。同时平台提供GIF压缩、GIF编辑等在线工具服务，帮助解决营销、运营过程中的配图需求。同时，平台也作为聚合新媒体内容的素材库，同时推出在线动图编辑工具，链接更多内容生产者，刺激UGC内容的产生。,上海不懂网络科技有限公司,上海市杨浦区国泰路11号1层展示厅B124室,310110000748469,2015-06-27,王弼鑫,29.2194万元人民币,91310110342114614X,www.soogif.com
筷子科技,广州筷子信息科技有限公司,筷子科技是一个人工智能营销创意内容平台，平台通过人工智能来实现全自动创意设计以及自动创意多样化，并通过内容大数据系统实现创意实时优化与中长期创意洞察。,广州筷子信息科技有限公司,广州市越秀区水荫路119号“星光映景”23层05、06、07、08室,440104000361178,2013-02-19,李韶辉,320.747万元人民币,91440105063300860N,www.kuaizitech.com
私享家酒店公寓,广州市私享家酒店管理有限公司,私享家连锁酒店公寓（寓米集团旗下公司）是一家集酒店公寓、服务式公寓、度假公寓O2O运营于一体的公司。,广州市私享家酒店管理有限公司,广州市天河区华强路3号富力盈力大厦南塔105房,440106000123876,2010-01-07,袁金榮,10万元人民币,91440106698698980D
依瑞德,武汉依瑞德医疗设备新技术有限公司,武汉依瑞德医疗设备新技术有限公司坐落于国家自主创新示范区——“武汉· 中国光谷”，其专家团队从1986年就开始了TMS技术的研究，并于1988年研制出中国第一台经颅磁刺激仪，与世界先进水平保持同步。 二十多年来，我们一直致力于TMS领域的研究，在吸取国际先进技术的基础上率先研制出具有完全自主知识产权的YRD系列磁场刺激仪以及肌电诱发电位仪等产品，不仅填补了国内空白，而且其产品的主要技术指标达到国际先进水平，几个关键性能甚至领先国际先进水平！,武汉依瑞德医疗设备新技术有限公司,,420100000020648,2007-09-14,余维新,400万元人民币,91420100666760364M,www.yiruide.com
微听信息科技,长沙微听信息科技有限公司,微听是一家为企业提供移动端的社交媒体广告投放及效果营销的服务公司，为客户提供产品、技术支持及健全的售后服务。,长沙微听信息科技有限公司,湖南省长沙市岳麓区银盆岭街道岳麓大道57号奥克斯广场第一栋20层2001号房,430104000136508,2015-04-20,田静,50万元人民币,914301043385549673,vting.fm
e乡e家,易乡（北京）网络科技有限公司,e乡e家是一个为纽约留学生提供租房服务的平台，致力于通过最大限度的去中介化和智能化，减少用户的租房成本和提高租房效率。,易乡（北京）网络科技有限公司,北京市朝阳区东三环中路5号楼21层(21)21内32号,110105023438481,2017-05-05,桂达,200万元人民币,91110105MA00EB919T,www.ehomie.com
天意影视,浙江天意影视有限公司,天意影视是一家影视剧制作发行服务商，公司主要提供影视剧策划、制作、发行以及相关衍生产品开发等服务，公司已经制作发行了电视剧《墨客行》以及电视剧《花开如梦》，公司致力于为用户提供更多更优质的影视作品。,浙江天意影视有限公司,浙江横店影视产业实验区商务楼,330783000006664,2006-08-01,吴毅,1775.5102万元人民币,91330783792057004K
希望信息,宁夏希望信息产业股份有限公司,"""公司成立于1992年,主营业务为大型计算机应用系统集成、软件开发、信息技术推广与应用。随着互联网技术的发展,2010年公司业务正在向云服务、电子商务、智慧城市等互联网产业方向不断拓展。通过多年的发展,希望公司成为国家级高新技术企业、自治区“双软”企业、国家工商总局“守合同、重信用企业”、“银川市小巨人企业”、自治区信息化建设领军企业。    公司承接百万以上系统集成项目建设近百项,研发应用软件50多套,取得近44项软件著作权及45项产品登记证书。涉及电子政务、能源企业管理、人口宏观管理,数据中心建设等领域并""",宁夏希望信息产业股份有限公司,银川市金凤区宁安南街490号iBi育成中心4号楼,641100200018033,1996-05-03,潘志军,1080万元人民币,916411006249207376
维易在线,北京维易在线科技有限公司,北京维易在线科技有限公司是一家软件开发商。,北京维易在线科技有限公司,北京市丰台区宋庄路71院7号楼1-201,110106009683450,2006-06-02,武端阳,100万元人民币,911101067899899941,www.transner.com
priseer,中环（深圳）科技有限公司,priseer湃势是所问数据基于人工智能开发的跨境出口电商数据分析 SaaS 产品，致力于为全球出口电商客户提供品类定位、需求感知、竞争洞察、流行捕捉、个性化推荐、数据化运营等智能服务，助力全球卖家拓展跨国业务。,中环（深圳）科技有限公司,深圳市南山区西丽街道高新科技园北区朗山路13号清华紫光信息港E座409室,440300202068789,2017-08-09,方桂銮,100万元人民币,91440300MA5ENPXA4G,piseer.com
魔与方,广州魔与方信息科技有限公司,魔与方是一家仓储管理和运输管理系统研发商，物流魔方管理系统是一套可定制的一站式订单管理、仓储管理和运输管理系统，通过适当的配置和定制，可适用于多种业务场景。我们提供免费试用和灵活的收费方式，您既可以租用我们部署在阿里云上的服务器，也可以购买我们的软件进行本地部署。我们提供可定制的解决方案以适应不同的业务场景。如果您的业务有特定的需求，我们可以提供定制服务。集订单管理、仓库管理、运输管理于一身，只需通过订单接口单次对接或直接使用内置的订单管理系统，即可打通订单、仓储、运输的整条信息链，实现全程透明。,广州魔与方信息科技有限公司,广州市番禺区南村镇板桥村金源路自编25号311,,2018-12-19,韩龙,50万元人民币,91440101MA5CKK8Q4J,cubespell.com
众信旅游,众信旅游集团股份有限公司,众信旅游是一个O2O模式的综合旅游服务网站，主打出境旅游的批发、零售业务，以及商务会奖旅游业务。,众信旅游集团股份有限公司,北京市朝阳区朝阳公园路8号西2门01号,110105000076187,1992-08-11,曹建,84910.218万元人民币,91110000101126585H,www.utourworld.com
中铁十四局三公司,中铁十四局集团第三工程有限公司,公司现拥有铁路、公路、市政等3个总承包一级资质，机场场道、路基、路面、桥梁、隧道等5个专业一级资质和房屋建筑、水利水电2个总承包二级资质。,中铁十四局集团第三工程有限公司,山东省济南市长清区大学科技园紫薇路数娱大厦B座14楼,370882018009023,1989-11-02,冯复兴,101000万元人民币,91370882166086123X,www.crssg.com
爱立峰医疗,上海爱立峰医疗科技有限公司,上海爱立峰医疗科技有限公司成立于2010年8月，是一家专业从事高技术医疗器械研发、制造和销售的企业，位于上海浦东新区国际医学园区内，700平米标准工业厂房。公司把产品集中定位在磁共振系统方面。目前已经成功研制出中国第一台永磁型（0.4特斯拉）360度大开放的磁共振系统。未来逐步推出一系列有特殊临床使用价值的永磁型与超导型磁共振系统，并重点开拓磁共振系统在介入治疗与手术中的临床应用。,上海爱立峰医疗科技有限公司,浦东新区康新公路3377号2号楼一层,310115001263422,2010-08-02,唐佩芳,111.6667万元人民币,9131011556011847XR,www.emt-healthcare.com
玺天下,厦门市气度会信息科技有限公司,玺天下是一个艺术品电子商务交易平台，专注于打造互联网艺术品领域的艺术品线上线下交易生态系统，涉及书画、黄金珠宝、玉石珍木、雕塑、雕刻、文玩、古玩等消费类和投资收藏类多元艺术品，集艺术家、艺术馆、美术馆、拍卖公司等艺术产业链于一体。,厦门市气度会信息科技有限公司,中国（福建）自由贸易试验区厦门片区翔云一路93号翔云楼310单元A070,350206200450555,2015-08-03,庄承源,100万元人民币,91350200M0000WP4XM,www.xtxarts.com
天使客,深圳市安奇克拉投资有限公司,天使客是一个天使阶段股权众筹平台，主要做TMT领域天使阶段到Pre-A阶段的股权众筹。天使客一方面可以较为快速的帮助创业者找到投资，另一方面，由于最低2万的投资准入门槛，使得投资人可以有机会投资更多的项目，分担投资人风险。,深圳市安奇克拉投资有限公司,深圳市南山区粤海街道科苑路15号科兴科学园A2栋1401室,440301109061028,2014-03-28,石俊,925.232万元人民币,91440300093523782U
极瑞科技,杭州极瑞科技有限公司,杭州极瑞科技有限公司经营多元化的互联网业务，致力为消费者创造更具性价比的交易渠道，建立了房地产众筹电子商务及大数据营销业务，以“互联网+房地产+定制众筹”为模式，打造互联网众筹购房品平台。,杭州极瑞科技有限公司,萧山区北干街道恒隆广场2幢16楼,330181000491655,2015-03-09,高鑫,1000万元人民币,91330109328244578G,www.bdzcf.com
甘肃电投,甘肃电投能源发展股份有限公司,甘肃电投能源发展股份有限公司是一家以水力发电为主的可再生能源、新能源的投资开发、高科技研发、生产经营及相关信息咨询服务的企业。,甘肃电投能源发展股份有限公司,甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦,620000000003961,1997-09-23,蒲培文,97112.62万元人民币,916200002243725832,www.gepiced.com
中原第一城,中原第一城批发有限公司,中原第一城集团由中国知名的商贸城运营开发商，由香港镕裕瑞基实业投资控股有限公司和郑州骄阳置业有限公司合资成立，中原第一城集团以独特创新的商业模式致力于在中国各省会城市开发大型“中原第一城”商贸系列地产，凭借“展贸式平台、终端化连锁、创新营销模式、品牌运营渠道”的经营理念，树立中国商贸批发城第一品牌。,中原第一城批发有限公司,郑州市二七区郑密路南、侯尖路西,410100000102067,2013-06-24,谭穗琪,5000万元人民币,914101000713821496,zydyc.cn
久盛生态,吉林久盛生态环境科技股份有限公司,吉林久盛生态环境科技股份有限公司作为生态环境治理、固体废弃物再生资源循环利用的综合性建材企业，久盛建材将建筑固体垃圾、废弃矿碴、工业固体废料等固体废弃物，通过与砂石、水泥、添加剂等材料不同级配，利用自主研发的强力振动混凝土砌块自动成型机，生产出高强度、生态节能的建筑砌块。久盛建材产品主要应用于水利、交通、市政、房建等领域。久盛建材先后获得“科技创新先进企业”、“吉林省科技企业证书”、“ISO9001质量管理体系认证”、“CCPC交通产品认证证书”等荣誉证书。,吉林久盛生态环境科技股份有限公司,,220322000003308,2008-11-07,李仲海,5190万元人民币,912203006773427154,www.jljsjt.com
福信富通,福建省福信富通网络科技股份有限公司,福建省福信富通网络科技股份有限公司是一家专注于车联网领域相关产品和服务的研发、应用和运营的高新技术企业，自创立以来一直专注于车联网事业的推广。公司向客户输出的主要产品为车载智能终端产品以及车联网领域的相关技术开发与技术服务。公司的主营业务主要来自于以下三个组成部分：1、车载智能终端产品的研发、销售；2、定制化车联网软件产品的技术开发；3、车友服务类、GPS数据服务等车联网技术服务。此外，公司还存在少量的软件产品销售。,福建省福信富通网络科技股份有限公司,福建省福州市鼓楼区工业路611号海峡技术转移中心大楼15-16层，福州市鼓楼区工业路611号福建高新技术创业园1号楼3层东2A室,350100100238408,2010-09-17,李勇,6000万元人民币,9135010056335657XG,www.fxft.net
乐客宝,厦门睿商网络科技有限公司,乐客宝是专门为Android平台手机用户推出的一款移动购物和生活消费类软件，具有商品搜索/浏览、商品购买、在线支付、订单速查、评价等功能。,厦门睿商网络科技有限公司,,350203200416191,2014-01-26,黄美清,200万元人民币,913502030899205666
唯美会医美,北京唯美会医疗科技有限公司,唯美会是一家医疗美容机构，融合了心理学、面相学、雕塑学、美学、解剖学、临床医学等学科，运用了大数据、人工智能和移动互联网，探索美容整形业规模发展的崭新模式。,北京唯美会医疗科技有限公司,北京市东城区工人体育场北路66号3层305,110101017460883,2014-06-24,郑冠雄,10万元人民币,911101013064891283
合一会展,北京合一国际会展服务有限公司,北京合一国际会展服务有限公司，专注于国际会展服务领域，是“互联网+会展”的创新型会展网络公司，业务包括国际会展服务，国际展位代理与销售，商务考察，出国参展全流程服务，致力于为外贸企业提供专业的会展整体解决方案。旗下合一会展，是一个国际展会订展服务平台，将大量经过严格筛选的展会信息通过线上平台展示给出口企业，结合线下服务体系与资深的互联网运营，建立国际展会领域的重度垂直模式，节约企业选展订展时间，降低参展成本，提升参展效果。,北京合一国际会展服务有限公司,北京市朝阳区东十里堡路1号楼6层603室,110105015321902,2012-10-24,贾文博,100万元人民币,91110105055578598G,www.heyiexpo.com
力引科技,江苏力引建材科技股份有限公司,江苏力引建材科技股份有限公司主要从事预应力混凝土管桩、传统实心方桩和机械连接预应力混凝土方桩的生产、销售及相关技术服务。公司主要产品有传统桩、新型桩。,江苏力引建材科技股份有限公司,宿豫经济开发区力引路9号,321300000039970,2010-07-09,陈孝虎,5180万元人民币,91321311559323492P,www.jsliyin.com
中科纳普,合肥中科纳普新材料有限公司,中科（合肥）纳普新材料，是一家专业从事高纯材料及纳米新材料研发、生产、应用及销售的高新技术企业。  我公司是目前国内规模化、专业化研究生产纳米金属粉末、纳米氧化物、纳米化合物、碳纳米管、超高纯材料的生产基地。公司专业技术处世界领先水平，生产能力居我国前列。,合肥中科纳普新材料有限公司,合肥市高新区习友路与石莲南路交口西北角中科院合肥技术创新工程院研发楼413/414室,,2018-03-23,刘俊,610万元人民币,91340100MA2RKUFF4L,www.np-laser.com
上海舜钥,上海舜钥网络科技有限公司,只售好货的购物商城!选货专家挑选精品、进行质量检验；方便用户放心选购心仪的商品，以更理想的价格抢购到更优质商品！,上海舜钥网络科技有限公司,上海市奉贤区神州路580号4幢5033室,310120002856828,2015-07-27,杨朝伟,100万元人民币,91310120351058597E,www.qhaohuo.com
创托邦,广州市创托邦投资管理有限公司,"""本公司广州市创托邦投资管理有限公司，创始于2015年中国广州市，注册资金1千万，全新式的办公环境和设备,有中国最大的人才律库--各种小型企业合作方针，是创托邦支柱产品之一。""",广州市创托邦投资管理有限公司,广州市萝岗区科学大道182号创新大厦C1区903,440108000112195,2015-07-10,张涌,1000万元人民币,91440101347399890D,mp.weixin.qq.com
Fitter,武汉体素科技有限公司,Fitter是一家足部健康分析仪研发商。Fitter研发的足部健康分析仪可以直接将测量数据转化为生产数据，通过5到10秒的足部压力分布检测进行数据采集，可以生成自行修正的通用模型。用户可以免费拿到健康数据，根据自身需求进行在线下单，定制自己喜欢的图案和颜色。,武汉体素科技有限公司,武汉市东湖新技术开发区华中科技大学现代服务业基地1号研发楼B单元三层318-9号,420100000912173,2018-01-16,武凯华,100万元人民币,91420100MA4KXK1N12
大触课堂,厦门赤瞳网络科技有限公司,大触课堂是一个CG艺术学习平台。线上教育平台厦门赤瞳网络科技有限公司（大触课堂）。 凭借多年的教育行业经验和产业实践，积累诸多海内外知名公司和优秀资源，以培养满足行业国际化标准的应用型人才为起点，以全方位培养数字娱乐产业的高精尖人才为目标，倾力打造数字娱乐行业和中国ACG创意人才的黄埔军校。,厦门赤瞳网络科技有限公司,厦门市集美区岑东路152号(办公楼)202室,350211200249186,2018-01-11,陆翔,100万元人民币,91350211MA31EXT8XG,www.dcstation.cn
沐恩,海南沐恩科技有限公司,海南沐恩科技有限公司是一家专注于互联网接入及相关服务，手机软件开发，信息技术服务，广告设计与宣传的服务商。,海南沐恩科技有限公司,,460100011390615,2017-06-13,方创森,1000万元人民币,91460100MA5RHKRN89,www.mooeen.com
央广健康,央广新媒体文化传媒（北京）有限公司,央广健康传媒公司是以中央人民广播电台主办的专业电视频道《央广健康》为依托，涵盖电视、型录和移动互联网等多通路的全媒体服务平台。,央广新媒体文化传媒（北京）有限公司,北京市丰台区广安路9号院1号楼1411号,110102011335569,2008-09-17,王跃进,9985.71万元人民币,9111010268047425XW,www.cnr.cn
渔装网,兰州法宝网络科技有限公司,,兰州法宝网络科技有限公司,未知,620102200285963,2014-06-18,刘朝法,500万元人民币,91620100397901762U,www.yuzhuangwang.com
普德药业,山西普德药业有限公司,普德药业是一家现代化制药企业，于1995年9月由大同普华领先工贸有限责任公司与美国纽约商业贸易公司合资兴建。,山西普德药业有限公司,山西省大同经济技术开发区第一医药园区,140200400001141,1995-09-13,隆万程,13880万元人民币,91140200602167297K,www.powerdone.cn
瑞斯博,陕西瑞斯博新能源科技有限公司,是一家主营新能源产品的研发；机电设备的销售、安装及维护；供暖设备的销售、安装；建筑材料的销售；货物的进出口经营的公司。,陕西瑞斯博新能源科技有限公司,陕西省杨凌示范区有邰路9号副1号自贸区综合服务大厅二层227室456号,611100100019599,2015-01-23,朴国峰,2500万元人民币,91611100338570115L,www.rexva.top
福州赛格,福州赛格车圣导航科技有限公司,福州赛格车圣导航科技有限公司于2007年4月在福州成立。公司坐落于福州繁华的商业中心湖东路298号，现有员工60多人。借深圳总部优越的产品性能、良好的品牌形象，并结合省政府、各大合作伙伴、运营单位、汽车商、媒体联手重金打造GPS行业中的金字招牌。同时，公司凭借多年的行业实际应用经验，基于对行业用户需求特点的深入研究，赛格车圣为各个行业的集团用户精心打造了专业化的系列GPS产品，适用于出租、物流、长途客运、公交、危险品运输、烟草运输与配送、混凝土配送、押运车辆、旅游车辆、金融监控、租赁管理等各种行业应用。,福州赛格车圣导航科技有限公司,福州市鼓楼区湖东路298号伊法达大厦八层西南侧,350100100078058,2007-04-12,徐建辉,200万人民币,91350102660366454Q,www.fujiangps.com
腾风科技,腾风（北京）科技有限公司,腾風科技，作为一家技术驱动型创意公司，自创立之日起就一直专注于 VR、AR、全景互动等创新型互动多媒体领域。基于多年丰富的数字影像实施经验，我们能够为客户提供一整套的端到端特殊影像互动的创意及开发解决方案。,腾风（北京）科技有限公司,,110105020001844,2015-10-16,刘笑,500万元人民币,91110105MA00191U95,www.fusion-square.com
西部建设,中建西部建设股份有限公司,"""中建西部建设股份有限公司是一家预拌混凝土企业,公司主要从事于预拌混凝土生产、销售的.公司是全国十大预拌混凝土生产企业,2008年排名全国第七,是西北地区最大的预拌混凝土生产企业.公司曾获得中国建筑业协会颁发的""""全国建筑业科技进步与技术创新先进企业""""(2008年9月)、人事部、中国建筑材料联合会颁发的""""全国建材行业优秀集体""""称号(2007年度)、国家建设部颁发的""""`十五`全国建设科技进步先进集体""""(2006年度)、新疆维吾尔自治区建设厅颁发的""""科技兴建设行业先进单位""""(2006年度)、中国混凝土行业优秀企业(""",中建西部建设股份有限公司,新疆乌鲁木齐经济技术开发区泰山路268号,650000040000136,2001-10-18,吴文贵,126235.4304万元人民币,916500007318073269,cwcg.cscec.com
兴和鹏,兴和鹏能源技术（北京）股份有限公司,"""公司前身为兴和鹏能源技术(北京)有限公司,成立于2008年3月,是一家以钻探地质导向为核心技术,致力于为各类特殊工艺井导向提供技术服务的高新技术企业,是国内最领先的多分支水平井钻井项目服务商。公司下属全资子公司奥润恩特能源技术(北京)有限公司是稠油开采行业中的领军者。公司核心业务:煤层气开发领域的全面技术服务,包括地质条件与储层评估,储层与产能模拟,多分支水平井的设计、定向和钻井服务,欠平衡设计与实施,多井连通等;油气井领域的高端技术服务,主要有欠平衡水平井地质导向、SAGD特殊工艺井地质导向、多井连通等。""",兴和鹏能源技术（北京）股份有限公司,北京市海淀区马甸东路19号17层2011,110000010891066,2008-03-17,戴先根,1901.7万元人民币,91110108673800176G
龙狼网络,杭州龙狼网络科技有限公司,龙狼网络是一家致力于计算机网络设备服务的公司，主要经营技术开发、技术服务、技术咨询、成果转让：计算机网络技术、计算机软硬件、电子产品；销售：计算机软硬件、电子产品；承接：计算机网络工程等。,杭州龙狼网络科技有限公司,杭州市滨江区建业路511号华业大厦3楼342室,330108000229391,2015-08-11,宫杨一杰,114.29万元人民币,913301083524454411,a2491281.atobo.com.cn
麦金所,杭州麦子金融信息服务有限公司,麦金所是一个P2F理财平台，致力于让所有理财产品均由金融机构承担连带担保，并由保理公司作为产品发行方，到期后无条件支付回购款和预期收益，保障投资者的本息安全。隶属于杭州麦子金融信息服务有限公司。,杭州麦子金融信息服务有限公司,杭州市西湖区文一西路776号1幢A座3A01室,330106000472223,2016-01-14,姚晓敏,2000万元人民币,91330106MA27WPUM0F,www.maizjr.com
学会了e作业,南京乐教信息技术有限公司,乐教信息是一家K12教育解决方案提供商，旗下产品包括学会了课后自主学习平台、智慧课堂和移动校园，致力于围绕课堂和课后，提供基于SaaS的课堂互动教学、课后自主学习、教学管理和交流沟通等服务。,南京乐教信息技术有限公司,南京市雨花台区凤华路18号2幢B308室,320114000148394,2015-11-16,韩海勇,300万元人民币,91320114MA1MB91R0K,www.looedu.net
为美致新,深圳市为美致新科技有限公司,为美致新是一家STEAM教育机器人研发商，公司主要为创客教育和STEM教育提供完整的机器人产品以及综合性的解决方案。公司为有教育机器人需求的用户提供机器人设计、研发、生产等全流程服务。,深圳市为美致新科技有限公司,深圳市南山区桃源街道平山一路世外桃源创意园C栋301,440300201383909,2017-06-08,曾萍,200万元人民币,91440300MA5EK4BGXD,www.weeemake.com
诺城四海,陕西诺诚四海网络科技有限公司,诺城四海是一家专业从事互联网+开发及应用的高科技公司。诺城四海现阶段主要致力打造一款线下培训与整合劳务工资源，线上通过APP架构一个平台帮助劳务工更方便，更高效的为企业和个人进行维修维保服务。,陕西诺诚四海网络科技有限公司,,610113100097821,2016-04-20,宫诚,1000万元人民币,91610113MA6TXWDB4P
优行新能源,深圳市优行新能源有限公司,公司是专业研发、设计、生产及运营光伏建筑一体化（BIPV）产品的高科技公司，拥有多项发明及应用专利。主营产品是U型光电建材系统，产品线包括U-发电瓦、U-发电墙及U-发电砖三大系列。U-系列产品既是光伏组件又是功能性建筑材料，具备了光伏发电和结构支撑、隔热、隔音、抗风、抗雹等多重功能。有基于此，公司开发出整套U-BIPV方案，使光伏发电不再是依附于建筑上的电力项目，而是与建筑合二为一，兼具了建材及光伏发电功能。U-系列产品有效减少了建筑及光伏安装的结构件，降低了材料成本和维护成本，提高了建筑的美观性，实用性与综合使用价值。基于U型玻璃结构，利用独创的组件加工技术，以及U型玻璃榫卯结构特点打破了传统光伏与建材不兼容的瓶颈，实现了建材可利用太阳能发电，为低碳零能耗建筑提供材料，填补了光伏建筑一体化的技术空白。,深圳市优行新能源有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440301116310867,2016-05-30,谢志东,1000万元人民币,91440300MA5DDHYM1L
古灵兔,上海弥浓网络科技有限公司,古灵兔是一个有机食品电商平台。上海弥浓网络科技有限公司旗下。,上海弥浓网络科技有限公司,,310116003876339,2017-07-21,李泰虎,100万元人民币,91310116MA1J9P5C3W
迈金科技,青岛迈金智能科技有限公司,青岛迈金智能科技有限公司是一家制造智能运动设备和提供运动设备智能化解决方案的科技公司。主要为 24-38 岁热爱骑行的高端男性用户，除了售卖自主研发的硬件设备，迈金的盈利渠道还有游戏充值、道具、健身课程售卖，以及游戏中的定制广告。,青岛迈金智能科技有限公司,山东省青岛市市南区徐州路79号5楼505室,370214230252307,2015-12-30,于锋,322.5806万元人民币,91370214MA3C4YU68W,www.magene.cn
爱好吃,骑记(厦门)科技有限公司,骑记创业团队现有12人，创建全国第一的骑行生活的运动健康平台。APP是专为骑友定制，同微博一样的社交方式，GPS轨迹记录及周边发现的移动应用。APP主要功能：1、对位置区域进行判断，可以实现全球的无漂移轨迹记录。 2、 实时轨迹，朋友可以看到实时骑行路线。3、周边信息，可以实时发现周边的好友、车行、补给点，长途旅行的必需品。4、支持丰富的第三方社交平台。APP可以衍生为经销商和俱乐部的提供活动组织和服务营销平台，原型已经在俱乐部试用反馈中。该平台还有落地实体经营，厦门7月开幕第一家骑行生活馆（咖啡馆、民宿和单车销售租赁的复合场所）。,骑记(厦门)科技有限公司,,350203200284937,2011-09-20,黄尉祥,185.1852万元人民币,913502065812684506,www.ihao7.com
艾瑞迈迪,艾瑞迈迪医疗科技（北京）有限公司,艾瑞迈迪是一家手术导航和计算机辅助诊断系统研发商，主要从事智能医疗产品研发，通过搭建数字化手术环境，提供智能微创手术整体解决方案，为各级医疗机构提供临床数据共享与远程医疗服务。,艾瑞迈迪医疗科技（北京）有限公司,北京市海淀区青云里满庭芳园小区9号楼青云当代大厦13层1306室,110108022409897,2016-11-15,杨峰,1172.1611万元人民币,91110108MA009HDC3A,www.ariemedi.com
东曜药业,东曜药业有限公司,东曜药业有限公司于2010年7月创立，是一家专业从事抗肿瘤新药研发、生产和市场营销的生物医药高新技术企业，专长于治疗用生物制品、抗肿瘤化学药物和特殊剂型药物等。公司总部设在中国苏州，运营策略是立足亚洲，迈向全球。,东曜药业有限公司,,320594400027451,2010-07-05,林荣锦,17100万美元,913205945580152601,www.totbiopharm.cn
金色童年,山东金色童年股份有限公司,金色童年是国内较早成立的一家专业的儿童摄影机构，自创立至今始终致力于儿童摄像行业的专业研究与建设。开启来你所经营模式，始终引领业界。,山东金色童年股份有限公司,,370000018003667,1997-11-07,吴炜,1589万元人民币,91370100267181445A,www.jstn.com.cn
